feature,coef
is_credit_card,2.1630331022451843
trip_distance,0.28792967348728793
hour,0.23576069845453837
duration_min,-0.19531825793933635
fare_amount,-0.15443012881539728
is_rush_hour,0.12113358520552461
is_airport_pickup,-0.08937778713387891
is_weekend,-0.07418916251253728
passenger_count,-0.047015190456323123
